entity_pos_sent,entity_neg_sent,entity_net_sent,entity_pos_sent_minus_1,entity_neg_sent_minus_1,entity_net_sent_minus_1,entity_pos_sent_minus_2,entity_neg_sent_minus_2,entity_net_sent_minus_2,entity_pos_sent_minus_3,entity_neg_sent_minus_3,entity_net_sent_minus_3,entity_pos_sent_minus_4,entity_neg_sent_minus_4,entity_net_sent_minus_4,entity_pos_sent_minus_5,entity_neg_sent_minus_5,entity_net_sent_minus_5,entity_pos_sent_minus_6,entity_neg_sent_minus_6,entity_net_sent_minus_6,entity_pos_sent_minus_7,entity_neg_sent_minus_7,entity_net_sent_minus_7,entity_pos_sent_minus_8,entity_neg_sent_minus_8,entity_net_sent_minus_8,entity_pos_sent_minus_9,entity_neg_sent_minus_9,entity_net_sent_minus_9,entity_pos_sent_minus_10,entity_neg_sent_minus_10,entity_net_sent_minus_10,entity_pos_sent_minus_11,entity_neg_sent_minus_11,entity_net_sent_minus_11,entity_pos_sent_minus_12,entity_neg_sent_minus_12,entity_net_sent_minus_12,entity_pos_sent_minus_13,entity_neg_sent_minus_13,entity_net_sent_minus_13,entity_pos_sent_minus_14,entity_neg_sent_minus_14,entity_net_sent_minus_14,entity_pos_sent_minus_15,entity_neg_sent_minus_15,entity_net_sent_minus_15,entity_pos_sent_minus_16,entity_neg_sent_minus_16,entity_net_sent_minus_16,entity_pos_sent_minus_17,entity_neg_sent_minus_17,entity_net_sent_minus_17,entity_pos_sent_minus_18,entity_neg_sent_minus_18,entity_net_sent_minus_18,entity_pos_sent_minus_19,entity_neg_sent_minus_19,entity_net_sent_minus_19,entity_pos_sent_minus_20,entity_neg_sent_minus_20,entity_net_sent_minus_20,entity_pos_sent_minus_21,entity_neg_sent_minus_21,entity_net_sent_minus_21,entity_pos_sent_minus_22,entity_neg_sent_minus_22,entity_net_sent_minus_22,entity_pos_sent_minus_23,entity_neg_sent_minus_23,entity_net_sent_minus_23,entity_pos_sent_minus_24,entity_neg_sent_minus_24,entity_net_sent_minus_24,entity_pos_sent_minus_25,entity_neg_sent_minus_25,entity_net_sent_minus_25,date,direction,minus_1,minus_1_pct_chng,minus_2,minus_2_pct_chng,minus_3,minus_3_pct_chng,minus_4,minus_4_pct_chng,minus_5,minus_5_pct_chng,minus_6,minus_6_pct_chng,minus_7,minus_7_pct_chng,minus_8,minus_8_pct_chng,minus_9,minus_9_pct_chng,minus_10,minus_10_pct_chng,minus_11,minus_11_pct_chng,minus_12,minus_12_pct_chng,minus_13,minus_13_pct_chng,minus_14,minus_14_pct_chng,minus_15,minus_15_pct_chng,minus_16,minus_16_pct_chng,minus_17,minus_17_pct_chng,minus_18,minus_18_pct_chng,minus_19,minus_19_pct_chng,minus_20,minus_20_pct_chng,minus_21,minus_21_pct_chng,minus_22,minus_22_pct_chng,minus_23,minus_23_pct_chng,minus_24,minus_24_pct_chng,minus_25,minus_25_pct_chng
0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-08,0,169.62,0.0014149274849664,168.05,0.0107706039869086,169.65,0.001237842617153,172.32,-0.0142757660167129,170.47,-0.0035783422303043,170.68,-0.0048043121631121,172.99,-0.0180935314180009,174.31,-0.0255292295335894,174.62,-0.0272591913870117,175.18,-0.0303687635574836,173.5,-0.0209798270893371,170.58,-0.004220893422441,170.52,-0.0038705137227305,170.87,-0.0059109264353016,170.57,-0.0041625139239021,170.42,-0.0032859992958571,173.71,-0.0221633757411777,173.9,-0.0232317423806784,175.29,-0.0309772377203489,174.92,-0.0289275097187283,174.37,-0.025864540918736,174.19,-0.0248579137723174,172.61,-0.015931869532472,175.39,-0.0315297337362447,167.89,0.0117338733694682
0.2351769090376117,0.0437338135459206,0.7210892885923386,0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-11,1,169.86,-0.0027669845755329,169.62,-0.0013559721730929,168.05,0.0079738173162746,169.65,-0.0015325670498085,172.32,-0.0170032497678738,170.47,-0.00633542558808,170.68,-0.0075580032809937,172.99,-0.0208104514711834,174.31,-0.0282255751247777,174.62,-0.0299507502004353,175.18,-0.033051718232675,173.5,-0.0236887608069165,170.58,-0.0069761988509792,170.52,-0.0066267886464932,170.87,-0.0086615555685609,170.57,-0.0069179808876121,170.42,-0.0060438915620232,173.71,-0.0248690345978931,173.9,-0.0259344450833813,175.29,-0.0336585087569171,174.92,-0.031614452321061,174.37,-0.0285599587084934,174.19,-0.0275561168838625,172.61,-0.0186547708707492,175.39,-0.0342094760248589
0.0786608383059501,0.0410971022211015,0.8802420794963837,0.2351769090376117,0.0437338135459206,0.7210892885923386,0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-12,0,169.39,0.017769644016766,169.86,0.0149534911103261,169.62,0.0163895767008608,168.05,0.0258851532282058,169.65,0.0162098437960507,172.32,0.0004642525533891,170.47,0.0113216401712912,170.68,0.0100773377079914,172.99,-0.0034106017688884,174.31,-0.0109574895301474,174.62,-0.0127133203527659,175.18,-0.015869391483046,173.5,-0.0063400576368876,170.58,0.0106694805956149,170.52,0.0110250996950505,170.87,0.0089541756891204,170.57,0.0107287330714662,170.42,0.0116183546532098,173.71,-0.0075413044729721,173.9,-0.0086256469235193,175.29,-0.0164869644588966,174.92,-0.0144065858678251,174.37,-0.0112978149911108,174.19,-0.010276135254607,172.61,-0.0012166154915705
0.0610637106001377,0.3457283675670624,0.5932079553604126,0.0786608383059501,0.0410971022211015,0.8802420794963837,0.2351769090376117,0.0437338135459206,0.7210892885923386,0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-13,1,172.4,-0.0045243619489558,169.39,0.0131648857665742,169.86,0.0103614741551865,169.62,0.0117910623747199,168.05,0.0212436774769413,169.65,0.0116121426466253,172.32,-0.0040622098421541,170.47,0.0067460550243445,170.68,0.0055073822357627,172.99,-0.0079195329209781,174.31,-0.015432275830417,174.62,-0.017180162638873,175.18,-0.0203219545610229,173.5,-0.0108357348703169,170.58,0.0060968460546371,170.52,0.0064508562045506,170.87,0.0043893018083922,170.57,0.0061558304508413,170.42,0.0070414270625513,173.71,-0.0120315468309251,173.9,-0.0131109833237492,175.29,-0.0209367334132009,174.92,-0.0188657672078663,174.37,-0.0157710615358146,174.19,-0.0147540042482346
0.22623653523623938,0.01718136575073,0.756582073867321,0.0610637106001377,0.3457283675670624,0.5932079553604126,0.0786608383059501,0.0410971022211015,0.8802420794963837,0.2351769090376117,0.0437338135459206,0.7210892885923386,0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-14,0,171.62,0.004603193101037,172.4,5.800464037108988e-05,169.39,0.0178286793789479,169.86,0.0150123631225713,169.62,0.0164485320127343,168.05,0.0259446593275809,169.65,0.0162687886825816,172.32,0.0005222841225627,170.47,0.011380301519329,170.68,0.0101359268807124,172.99,-0.0033527949592462,174.31,-0.0109001204750157,174.62,-0.0126560531439697,175.18,-0.0158123073410206,173.5,-0.0062824207492795,170.58,0.010728104115371,170.52,0.0110837438423645,170.87,0.0090126997132322,170.57,0.0107873600281409,170.42,0.0116770332120643,173.71,-0.0074837372632549,173.9,-0.0085681426106958,175.29,-0.0164299161389697,174.92,-0.0143494168762862,174.37,-0.0112404656764352
0.14498862437903878,0.01590111921541385,0.8391102701425552,0.22623653523623938,0.01718136575073,0.756582073867321,0.0610637106001377,0.3457283675670624,0.5932079553604126,0.0786608383059501,0.0410971022211015,0.8802420794963837,0.2351769090376117,0.0437338135459206,0.7210892885923386,0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-15,1,172.41,0.0008120178643931,171.62,0.0054189488404614,172.4,0.0008700696055685,169.39,0.0186551744494953,169.86,0.0158365712940067,169.62,0.0172739063789648,168.05,0.0267777447188337,169.65,0.017094017094017,172.32,0.0013347260909934,170.47,0.0122015603918579,170.68,0.0109561752988047,172.99,-0.0025434996242557,174.31,-0.0100969537031724,174.62,-0.0118543122208223,175.18,-0.0150131293526658,173.5,-0.0054755043227665,170.58,0.0115488333919568,170.52,0.0119047619047618,170.87,0.0098320360507988,170.57,0.0116081374215866,170.42,0.0124985330360287,173.71,-0.0066777963272119,173.9,-0.0077630822311672,175.29,-0.0156312396599919,174.92,-0.0135490509947403
0.0448162704706192,0.0198843255639076,0.9352994561195374,0.14498862437903878,0.01590111921541385,0.8391102701425552,0.22623653523623938,0.01718136575073,0.756582073867321,0.0610637106001377,0.3457283675670624,0.5932079553604126,0.0786608383059501,0.0410971022211015,0.8802420794963837,0.2351769090376117,0.0437338135459206,0.7210892885923386,0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-19,0,175.0,-0.0006857142857142,172.55,0.0135033323674296,172.41,0.0143263151789339,171.62,0.018995455075166,172.4,0.0143851508120649,169.39,0.0324104138378888,169.86,0.0295537501471798,169.62,0.0310104940455133,168.05,0.0406426658732519,169.65,0.0308281756557617,172.32,0.0148560817084493,170.47,0.0258696544846599,170.68,0.0246074525427699,172.99,0.0109254870223711,174.31,0.0032700361425046,174.62,0.0014889474287023,175.18,-0.0017125242607604,173.5,0.0079538904899134,170.58,0.025208113495134,170.52,0.0255688482289466,170.87,0.0234681336688711,170.57,0.0252682183267867,170.42,0.0261706372491492,173.71,0.0067353635369293,173.9,0.0056354226566992
0.6466754044899999,0.07598117878554725,0.2773434138546387,0.0448162704706192,0.0198843255639076,0.9352994561195374,0.14498862437903878,0.01590111921541385,0.8391102701425552,0.22623653523623938,0.01718136575073,0.756582073867321,0.0610637106001377,0.3457283675670624,0.5932079553604126,0.0786608383059501,0.0410971022211015,0.8802420794963837,0.2351769090376117,0.0437338135459206,0.7210892885923386,0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-21,1,175.01,-0.0029141191931889,174.88,-0.0021729185727356,175.0,-0.0028571428571428,172.55,0.0113010721529991,172.41,0.0121222666898672,171.62,0.0167812609252999,172.4,0.0121809744779581,169.39,0.0301670700749749,169.86,0.0273166136818556,169.62,0.0287701921943166,168.05,0.0383814340969947,169.65,0.0285882699675803,172.32,0.0126508820798514,170.47,0.0236405232592245,170.68,0.0223810639793766,172.99,0.0087288282559685,174.31,0.0010900120475014,174.62,-0.0006872065055549,175.18,-0.0038817216577234,173.5,0.005763688760807,170.58,0.0229804197444014,170.52,0.0233403706310109,170.87,0.0212442207526188,170.57,0.0230403939731489,170.42,0.0239408520126747
0.039917251716057395,0.5874458773372073,0.3726368260880311,0.6466754044899999,0.07598117878554725,0.2773434138546387,0.0448162704706192,0.0198843255639076,0.9352994561195374,0.14498862437903878,0.01590111921541385,0.8391102701425552,0.22623653523623938,0.01718136575073,0.756582073867321,0.0610637106001377,0.3457283675670624,0.5932079553604126,0.0786608383059501,0.0410971022211015,0.8802420794963837,0.2351769090376117,0.0437338135459206,0.7210892885923386,0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-22,1,174.5,0.0011461318051575,175.01,-0.0017713273527226,174.88,-0.0010292772186643,175.0,-0.0017142857142857,172.55,0.0124601564763835,172.41,0.0132822922104285,171.62,0.0179466262673346,172.4,0.0133410672853826,169.39,0.0313477773186139,169.86,0.028494053926763,169.62,0.0299492984317886,168.05,0.0395715560844984,169.65,0.029767167698202,172.32,0.013811513463324,170.47,0.0248137502199798,170.68,0.023552847433794,172.99,0.0098849644488119,174.31,0.0022373931501347,174.62,0.0004581376703698,175.18,-0.0027400388172166,173.5,0.0069164265129681,170.58,0.0241528901395238,170.52,0.0245132535772929,170.87,0.0224147012348567,170.57,0.0242129331066422
0.04779879259014567,0.5053465570564624,0.4468546653925269,0.039917251716057395,0.5874458773372073,0.3726368260880311,0.6466754044899999,0.07598117878554725,0.2773434138546387,0.0448162704706192,0.0198843255639076,0.9352994561195374,0.14498862437903878,0.01590111921541385,0.8391102701425552,0.22623653523623938,0.01718136575073,0.756582073867321,0.0610637106001377,0.3457283675670624,0.5932079553604126,0.0786608383059501,0.0410971022211015,0.8802420794963837,0.2351769090376117,0.0437338135459206,0.7210892885923386,0.0603096187114715,0.0167120676487684,0.9229782819747924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-26,1,174.7,-0.0239267315397823,174.5,-0.022808022922636,175.01,-0.0256556768184673,174.88,-0.0249313815187556,175.0,-0.0255999999999999,172.55,-0.0117647058823529,172.41,-0.0109622411693056,171.62,-0.006409509381191,172.4,-0.0109048723897912,169.39,0.00667099592656,169.86,0.0038855528081949,169.62,0.0053059780686239,168.05,0.0146980065456709,169.65,0.0051282051282051,172.32,-0.0104456824512534,170.47,0.0002933067401889,170.68,-0.000937426763534,172.99,-0.0142782819816174,174.31,-0.0217428718948998,174.62,-0.0234795556064597,175.18,-0.0266012101838108,173.5,-0.0171757925072045,170.58,-0.0003517411185367,170.52,0.0,170.87,-0.0020483408439163
